<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,D,20050701,000000,706.5500000,717.8700000,706.2200000,717.8700000,30409124
RTSI,D,20050704,000000,717.6000000,723.7800000,717.6000000,720.5100000,18485148
RTSI,D,20050705,000000,719.9300000,723.1200000,717.8500000,719.2100000,27930511
RTSI,D,20050706,000000,723.1700000,742.1700000,723.1700000,740.2500000,54793892
RTSI,D,20050707,000000,741.0900000,744.3900000,725.9400000,737.3500000,55327290
RTSI,D,20050708,000000,737.3700000,749.2500000,737.3700000,749.0600000,32333944
RTSI,D,20050711,000000,749.0400000,754.3500000,749.0300000,750.9600000,21485447
RTSI,D,20050712,000000,751.5300000,751.7800000,748.7800000,751.7800000,27623243
RTSI,D,20050713,000000,751.5000000,759.7200000,751.5000000,758.0600000,27455975
RTSI,D,20050714,000000,758.8700000,759.4100000,754.1100000,755.2900000,25249359
RTSI,D,20050715,000000,753.8200000,753.8200000,745.6300000,746.1700000,9023287
RTSI,D,20050718,000000,746.0500000,747.1300000,743.0100000,743.0100000,7760596
RTSI,D,20050719,000000,742.9300000,745.6600000,742.8900000,745.5500000,18595199
RTSI,D,20050720,000000,745.8000000,757.9200000,745.8000000,757.8300000,53387226
RTSI,D,20050721,000000,758.8800000,762.5600000,755.5800000,756.8400000,32521669
RTSI,D,20050722,000000,756.9700000,770.1600000,756.5900000,770.1000000,23856505
RTSI,D,20050725,000000,770.2400000,779.7100000,770.2400000,779.1900000,17181291
RTSI,D,20050726,000000,778.3400000,778.3400000,766.7400000,768.1300000,26139073
RTSI,D,20050727,000000,768.1900000,771.8200000,767.8000000,770.5700000,17647253
RTSI,D,20050728,000000,770.6300000,779.3700000,770.6300000,779.1800000,40087476
RTSI,D,20050729,000000,779.6200000,783.9800000,778.5400000,778.9300000,26810232
RTSI,D,20050801,000000,778.9000000,782.5900000,775.5800000,782.4000000,9856069
RTSI,D,20050802,000000,783.0600000,791.0700000,783.0600000,790.6300000,29311159
RTSI,D,20050803,000000,790.6900000,794.0200000,780.8600000,780.9400000,45234271
RTSI,D,20050804,000000,781.0800000,794.0200000,779.3400000,794.0200000,56719331
RTSI,D,20050805,000000,794.2700000,803.2400000,794.2700000,803.2200000,35137991
RTSI,D,20050808,000000,803.0600000,810.3000000,802.4600000,810.0000000,30233047
RTSI,D,20050809,000000,811.2500000,814.9600000,810.2000000,813.1900000,57220306
RTSI,D,20050810,000000,813.2200000,818.4900000,813.2200000,815.1300000,36147504
RTSI,D,20050811,000000,815.1400000,817.2200000,805.1300000,805.1300000,42891363
RTSI,D,20050812,000000,805.1200000,806.3500000,798.6200000,805.7000000,34852978
RTSI,D,20050815,000000,805.6300000,812.3000000,805.2600000,812.3000000,29206584
RTSI,D,20050816,000000,812.7700000,836.2800000,812.7700000,836.2500000,62702370
RTSI,D,20050817,000000,836.3100000,847.5100000,833.0800000,846.5400000,47261604
RTSI,D,20050818,000000,845.8600000,848.0800000,834.6100000,840.4400000,34787982
RTSI,D,20050819,000000,840.0000000,852.9800000,838.7200000,852.7000000,57294695
